GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I2LE001,I2LE002,I2LE003,I2LE004,I2LE005,I2LE006,I2LE007,I2LE008,I2LE009,I2LE010,I2LE011,I2LE012,I2LE013,I2LE014,I2LE015,I2LE016,I2LE017,NAME_M,I2LM001,I2LM002,I2LM003,I2LM004,I2LM005,I2LM006,I2LM007,I2LM008,I2LM009,I2LM010,I2LM011,I2LM012,I2LM013,I2LM014,I2LM015,I2LM016,I2LM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,NECTA Division Code,Urban Area Code,Congressional District (111th Congress) Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G3700210","2010",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",101164,7453,7517,5141,7392,6543,7007,6234,4488,7095,10742,9561,10818,4808,2295,1989,2081,"Buncombe County, North Carolina",2459,1419,1455,1139,1319,1477,1477,1154,1012,1480,1717,1504,1579,967,700,715,637
"G3700230","2010",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,"Burke County, North Carolina",36067,2714,2458,3083,3454,2767,2726,1319,1841,1754,3916,3531,3281,1483,546,785,409,"Burke County, North Carolina",1344,776,778,836,988,769,660,562,656,627,964,919,833,571,362,418,223
"G3700250","2010",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",63883,4062,3284,2583,3622,2983,4178,3305,4261,4869,5141,6177,8014,4877,2507,2581,1439,"Cabarrus County, North Carolina",2100,1258,898,658,997,1011,1102,948,1037,1375,1200,1186,1276,1059,712,684,500
"G3700270","2010",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",31044,2883,3776,2303,2492,2003,1705,1670,1637,1226,2620,3370,3348,897,464,350,300,"Caldwell County, North Carolina",1491,814,970,844,842,640,680,670,542,566,701,868,850,411,266,244,330
"G3700310","2010",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,"Carteret County, North Carolina",28356,2157,1783,2876,2287,860,1858,2137,1420,1174,2172,2721,3005,1692,907,800,507,"Carteret County, North Carolina",1819,774,718,969,772,413,693,780,569,481,634,716,684,623,488,448,277
"G3700350","2010",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,"Catawba County, North Carolina",59019,4205,4417,2831,4920,5013,3611,3530,3519,3948,5694,5263,5435,2995,1180,1144,1314,"Catawba County, North Carolina",1697,1081,1043,820,1145,1151,931,984,1075,1177,1134,1090,985,751,462,638,506
"G3700450","2010",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",37208,4950,2776,2872,2460,2038,1940,2326,1801,1441,4463,3420,4285,871,542,353,670,"Cleveland County, North Carolina",1448,1100,692,905,785,647,715,597,666,583,1011,850,1056,547,479,335,355
"G3700490","2010",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,"Craven County, North Carolina",40117,4535,2958,2227,2283,2814,2905,2238,2057,2753,3419,3504,3360,2178,1051,421,1414,"Craven County, North Carolina",1443,1289,937,709,690,986,900,714,690,828,1016,889,902,800,547,271,616
"G3700510","2010",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",118246,11384,6144,5776,7495,8672,6233,7525,8395,6496,8941,12820,12384,6676,4389,2881,2035,"Cumberland County, North Carolina",3829,1796,1249,1233,1573,1390,1298,1451,1534,1324,1422,1356,1968,1219,994,721,578
"G3700570","2010",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,"Davidson County, North Carolina",65317,6755,5499,4230,5755,3368,3749,3557,3876,2321,5495,6961,7442,3878,1390,766,275,"Davidson County, North Carolina",1658,1355,1201,1042,1320,1003,1013,1005,1143,857,1189,1364,1411,1102,513,447,196
"G3700630","2010",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,"Durham County, North Carolina",107352,10321,5287,5103,6941,5318,6092,4685,6093,5765,8625,10592,13114,8207,4668,3783,2758,"Durham County, North Carolina",2738,1636,1333,1150,1265,1185,1216,1122,1357,1222,1091,1487,1682,1590,911,1034,724
"G3700670","2010",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",137777,12461,8288,7934,7832,10625,7605,7912,7728,5605,11216,14755,16639,7117,2830,4614,4616,"Forsyth County, North Carolina",2884,1914,1441,1488,1223,1633,1197,1182,1336,1265,1599,1960,1812,1123,727,884,970
"G3700710","2010",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,"Gaston County, North Carolina",78613,9132,5360,6026,5247,4875,5635,3766,3274,4599,8069,6958,7551,3808,1673,1146,1494,"Gaston County, North Carolina",2090,1928,1063,1474,1207,1160,1286,1012,815,991,1461,1187,1111,918,454,390,612
"G3700810","2010",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,"Guilford County, North Carolina",191693,15894,12179,13146,14198,13641,11089,8705,12510,8640,17196,17848,18338,10457,6176,6113,5563,"Guilford County, North Carolina",3775,1828,1664,1844,1885,1954,1904,1434,1932,1579,2237,1889,2023,1623,1311,1252,957
"G3700850","2010",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,"Harnett County, North Carolina",38631,3090,3371,2575,2289,2534,3377,2285,1189,2228,2625,3500,5096,2655,822,541,454,"Harnett County, North Carolina",1785,716,798,777,618,1025,958,835,357,473,709,653,876,813,474,245,245
"G3700890","2010",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,"Henderson County, North Carolina",45392,3438,3831,2574,2716,3141,2897,2593,2470,1239,4435,4950,4863,2646,1680,981,938,"Henderson County, North Carolina",1944,871,1264,707,1003,951,845,734,763,490,1285,1226,1176,796,705,444,466
"G3700970","2010",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,"Iredell County, North Carolina",58813,5487,3621,3047,3287,3033,3793,3664,2968,2856,4121,5599,8469,3015,2569,2143,1141,"Iredell County, North Carolina",1844,1393,1140,924,904,797,940,1158,886,921,1034,1250,1542,839,733,684,541
"G3701010","2010",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,"Johnston County, North Carolina",60449,3284,4417,3851,4274,2688,4791,3234,2834,3191,5044,6517,8007,4566,1742,1357,652,"Johnston County, North Carolina",1805,863,1057,1115,1103,726,1238,1031,968,926,1206,1300,1268,1013,622,525,313
"G3701090","2010",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",29404,1457,1746,2767,1166,2394,1833,2281,1669,1803,2828,2621,2357,2299,544,1063,576,"Lincoln County, North Carolina",1118,518,629,985,438,734,700,743,559,646,811,738,740,695,280,444,312
"G3701190","2010",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",356627,25095,18685,18303,20099,16182,19579,18006,18299,16587,31288,39798,37764,26364,13824,18150,18604,"Mecklenburg County, North Carolina",3986,2371,2173,2141,2577,2205,2125,2195,2204,2096,2780,2820,2964,2404,2017,2082,2037
"G3701250","2010",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,"Moore County, North Carolina",37834,3544,2571,2560,2949,2489,1034,1726,1309,1203,3354,4143,4462,2509,1073,1104,1804,"Moore County, North Carolina",1376,1093,735,699,815,770,461,641,597,509,883,1030,906,782,496,510,618
"G3701270","2010",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,"Nash County, North Carolina",38806,2879,3469,3005,1915,2483,2887,1708,1666,1839,3207,4445,4783,2066,855,849,750,"Nash County, North Carolina",1318,802,911,853,777,855,858,637,642,686,974,1035,1159,650,447,402,370
"G3701290","2010",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",84946,8898,4238,4239,5454,4802,4677,4538,4728,3680,6731,8482,9639,6433,3037,2647,2723,"New Hanover County, North Carolina",2594,1506,1105,1228,1256,1099,1209,1536,1097,967,1251,1539,1285,1220,865,861,791
"G3701330","2010",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,"Onslow County, North Carolina",60242,4812,2433,3802,3240,4185,4342,5143,4699,2558,5183,7849,5815,2769,1309,1384,719,"Onslow County, North Carolina",2042,1179,818,961,931,1200,1107,1563,1200,853,1142,1203,1286,686,529,499,370
"G3701350","2010",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,"Orange County, North Carolina",50747,5466,2898,2281,3050,3488,1978,2868,1738,2470,2582,3268,5467,3552,2476,2586,4579,"Orange County, North Carolina",1935,1425,858,729,1168,1018,617,1038,654,855,750,886,1056,850,795,644,865
"G3701470","2010",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,"Pitt County, North Carolina",63823,8490,4981,4833,3598,3582,3584,3456,2530,2384,4704,5486,6476,4055,1728,1930,2006,"Pitt County, North Carolina",2294,1487,1206,1279,1029,987,939,965,924,808,1100,1199,1239,927,641,742,698
"G3701510","2010",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,"Randolph County, North Carolina",54536,5383,4779,3285,3115,4299,4160,3305,3164,2268,4853,6131,6038,1684,1154,321,597,"Randolph County, North Carolina",1470,1234,1153,683,1018,1090,990,980,1035,761,966,1427,1285,677,465,214,297
"G3701550","2010",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,"Robeson County, North Carolina",43237,7041,3885,3752,3884,3241,3750,2678,3048,1360,2297,2911,2505,845,892,623,525,"Robeson County, North Carolina",1841,1614,1249,1292,1007,1033,978,794,955,575,720,895,785,342,441,357,284
"G3701570","2010",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",36325,3130,3559,2313,2296,1957,3199,2822,1785,2357,2789,3246,2970,1467,1346,684,405,"Rockingham County, North Carolina",1590,663,810,690,607,661,938,835,718,794,712,768,900,581,525,350,273
"G3701590","2010",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,"Rowan County, North Carolina",53585,6180,4564,3879,2705,4082,3607,3642,2971,1942,4142,5400,5130,3002,1014,553,772,"Rowan County, North Carolina",1830,1287,1102,1174,748,1081,791,918,779,755,1069,1229,1208,980,361,350,471
"G3701610","2010",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",26818,2844,3153,2553,1680,991,2017,2424,2333,905,1748,2203,2167,545,549,379,327,"Rutherford County, North Carolina",1404,943,1026,841,725,543,747,869,812,438,604,693,735,326,355,274,215
"G3701710","2010",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,"Surry County, North Carolina",30000,3585,2295,2230,2391,2472,1572,1559,1257,1241,2370,2535,3166,1777,902,499,149,"Surry County, North Carolina",1249,1018,710,828,714,846,584,695,600,577,680,753,803,688,546,301,127
"G3701790","2010",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,"Union County, North Carolina",68404,2328,2774,2494,2764,2486,2442,3966,4133,3576,5235,8556,10339,7353,3733,3717,2508,"Union County, North Carolina",1211,783,803,735,771,860,810,1015,958,921,1104,1501,1604,1319,864,930,811
"G3701830","2010",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,"Wake County, North Carolina",338054,15893,14601,13376,17931,14103,16522,14762,16404,13964,26743,37158,45014,30765,20577,20596,19645,"Wake County, North Carolina",3843,2054,2105,1988,2185,2102,2417,1667,2045,2008,2591,2749,3794,2656,2032,2078,1837
"G3701910","2010",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,"Wayne County, North Carolina",47759,4371,3786,3606,3663,2634,2949,2406,2772,2349,4157,5650,4691,1919,1101,663,1042,"Wayne County, North Carolina",1325,931,734,855,907,688,770,686,815,718,813,986,958,551,454,331,313
"G3701930","2010",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",27062,3220,2243,2223,3071,2084,2004,1774,1623,882,1415,2205,2314,961,628,281,134,"Wilkes County, North Carolina",1544,1005,815,808,986,730,690,739,539,426,572,677,787,425,298,245,154
"G3701950","2010",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,"Wilson County, North Carolina",32762,3481,2675,2431,2227,3141,2469,2024,967,1871,1745,2661,4130,1692,324,269,655,"Wilson County, North Carolina",1072,860,828,794,794,815,719,769,398,608,562,772,915,517,211,291,443
"G3800150","2010",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",33807,2318,1626,1392,2080,1725,1698,1353,1462,1162,3388,3550,5737,3700,1036,629,951,"Burleigh County, North Dakota",1089,669,521,515,802,514,619,513,611,529,649,788,1006,806,415,315,369
"G3800170","2010",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,"Cass County, North Dakota",64525,3810,3554,4111,2914,3336,3966,3287,3972,2912,4865,8060,8448,5160,2425,1993,1712,"Cass County, North Dakota",1486,889,979,1215,805,926,1102,924,1109,877,995,1340,1281,1205,749,574,517
"G3800350","2010",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,"Grand Forks County, North Dakota",27013,2405,1824,1251,1938,1570,1872,1963,917,1267,1663,2727,3572,1778,959,726,581,"Grand Forks County, North Dakota",852,579,621,550,688,587,626,707,452,493,495,789,769,499,329,356,340
"G3900030","2010",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,"Allen County, Ohio",40615,3725,3230,3401,2868,2166,2116,2072,2919,1168,4496,4079,3818,1543,1689,924,401,"Allen County, Ohio",1196,849,732,785,750,579,738,600,731,576,866,840,989,591,510,386,215
"G3900070","2010",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,"Ashtabula County, Ohio",38078,3465,2692,4250,2853,1853,1879,2547,2000,1959,2677,4795,4004,1480,604,707,313,"Ashtabula County, Ohio",1390,892,759,766,813,674,633,744,662,664,637,877,934,523,394,461,284
"G3900130","2010",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,"Belmont County, Ohio",28228,1933,3009,2082,2176,2213,1782,1389,1986,1471,2115,1879,3198,1759,561,511,164,"Belmont County, Ohio",1142,637,872,660,696,612,581,473,585,544,603,568,723,542,290,294,195
"G3900170","2010",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,"Butler County, Ohio",135400,9385,6161,6246,7198,6526,7288,7149,5956,6138,10974,14497,18586,12031,7913,6444,2908,"Butler County, Ohio",2637,1570,1202,1260,1261,1239,1386,1251,1532,1153,1671,2052,2030,1732,1317,1056,766
"G3900230","2010",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,"Clark County, Ohio",55459,5829,4068,3381,5121,2167,3715,3699,3030,2374,4706,5933,5628,2563,1403,1063,779,"Clark County, Ohio",1531,971,985,785,991,618,735,861,764,756,783,1055,1006,673,508,369,399
"G3900250","2010",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,"Clermont County, Ohio",71884,3810,3043,3142,3490,4477,3484,4756,2744,2584,6491,7390,10930,7059,3575,2927,1982,"Clermont County, Ohio",1684,884,660,827,889,920,853,1429,892,763,1361,1487,1676,1371,813,821,678
"G3900290","2010",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,"Columbiana County, Ohio",42506,3932,3644,4375,2439,3647,2707,2317,1958,2225,3661,5091,3684,1645,684,268,229,"Columbiana County, Ohio",1433,1006,674,1124,641,831,665,651,562,597,939,1153,762,633,345,211,208
"G3900350","2010",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,"Cuyahoga County, Ohio",529942,54608,40399,35765,33249,30990,31942,28913,27636,22267,39697,49270,55127,32353,17463,15161,15102,"Cuyahoga County, Ohio",5335,3473,3192,2569,2432,2578,2370,2627,2268,2134,2972,2704,3586,2438,1820,1430,1536
"G3900410","2010",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,"Delaware County, Ohio",63117,1764,1567,2379,1532,2405,2299,2191,2209,1740,3593,6232,8452,7748,5899,6074,7033,"Delaware County, Ohio",1564,738,510,516,532,837,822,638,905,627,800,1249,1326,1348,972,1172,1053
"G3900430","2010",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,"Erie County, Ohio",32243,2161,2747,2178,1798,1929,1802,2714,1409,1312,2427,2691,4469,2072,1045,723,766,"Erie County, Ohio",1255,827,756,664,666,655,644,707,547,477,681,758,938,619,441,398,412
"G3900450","2010",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,"Fairfield County, Ohio",53342,2535,2961,2228,2691,2700,2338,2835,2774,2240,5631,6560,7739,4647,1788,2408,1267,"Fairfield County, Ohio",1669,753,744,525,728,739,672,892,726,711,1098,1222,1157,972,542,610,618
"G3900490","2010",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,"Franklin County, Ohio",462716,44682,23911,27167,29447,23046,25157,24154,21972,21282,37860,50219,51998,33326,17899,16161,14435,"Franklin County, Ohio",4736,3461,2871,2723,2710,2293,2569,2120,2090,2094,2924,3957,2840,2527,1647,1711,1432
"G3900550","2010",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,"Geauga County, Ohio",34400,1143,1009,862,1820,1500,2336,1753,1959,1575,2882,4732,4286,2699,1538,1932,2374,"Geauga County, Ohio",1103,447,484,372,691,634,536,585,786,576,730,854,905,566,489,548,716
"G3900570","2010",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,"Greene County, Ohio",62413,6569,2034,2447,3510,3035,3326,2756,3085,3615,5505,6307,7596,4653,2768,3536,1671,"Greene County, Ohio",2545,1498,635,642,936,795,946,812,863,1024,1029,1118,1240,912,839,861,575
"G3900610","2010",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,"Hamilton County, Ohio",324915,32860,20052,21489,19364,16638,17746,16463,13975,13846,24374,28943,40298,21368,11278,12255,13966,"Hamilton County, Ohio",4998,2683,2344,2041,1931,2229,2058,1861,1826,1884,2004,2746,3087,2073,1320,1610,1495
"G3900630","2010",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,"Hancock County, Ohio",30198,1903,1411,1706,2015,1132,1350,1893,2171,1456,3924,4288,3062,1583,1102,628,574,"Hancock County, Ohio",1298,694,519,678,796,470,552,699,730,636,970,868,598,473,440,278,331
"G3900810","2010",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,"Jefferson County, Ohio",28673,3240,2718,2774,2147,1352,1589,2079,1701,1582,2198,2347,2500,1073,802,403,168,"Jefferson County, Ohio",1284,994,644,776,696,542,616,611,665,516,618,804,661,481,377,270,161
"G3900850","2010",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,"Lake County, Ohio",93928,5638,3604,3948,5709,5147,6240,3888,5110,5171,8465,11656,12932,6848,4207,3164,2201,"Lake County, Ohio",2001,1204,954,853,1177,1188,1295,1001,1257,1030,1384,1553,1692,1199,944,743,625
"G3900890","2010",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,"Licking County, Ohio",63972,4616,3206,3653,3755,2959,3495,3728,2896,2954,4629,8462,7306,6366,2717,2480,750,"Licking County, Ohio",1536,1130,887,907,942,844,737,959,769,868,987,1231,1121,1476,869,845,345
"G3900930","2010",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,"Lorain County, Ohio",116475,8719,6309,5284,6728,6588,6305,6455,7192,4366,10114,14244,14271,9248,4619,3535,2498,"Lorain County, Ohio",2748,1540,1107,1113,1564,1206,1168,1401,1452,857,1340,1781,1503,1383,1002,807,663
"G3900950","2010",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,"Lucas County, Ohio",176415,20658,12139,11420,13117,11578,11500,9936,7998,7881,12821,16411,17065,10696,5022,3366,4807,"Lucas County, Ohio",3322,2021,1301,1774,1778,1727,1449,1643,1268,1245,1703,1808,1660,1476,1140,990,1015
"G3900990","2010",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,"Mahoning County, Ohio",97700,8454,8489,8490,7460,5723,7282,5211,6215,3823,8430,8133,9560,4633,2347,1843,1607,"Mahoning County, Ohio",2352,1386,1539,1520,1471,1208,1362,953,1130,848,1332,1111,1229,944,555,577,591
"G3901010","2010",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,"Marion County, Ohio",25438,1583,1921,3291,877,2646,1469,1140,1286,1057,1543,2816,3679,1147,518,392,73,"Marion County, Ohio",1277,534,642,985,333,633,653,443,523,544,566,770,970,383,308,249,98
"G3901030","2010",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,"Medina County, Ohio",66184,2814,1835,2532,2816,3517,2524,2925,2730,2511,6862,8100,11694,7292,3193,2810,2029,"Medina County, Ohio",1139,853,571,642,829,988,691,745,741,601,1212,1505,1586,1154,636,700,638
"G3901090","2010",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,"Miami County, Ohio",41026,1395,2493,2499,3327,2569,2421,2288,1865,2015,4241,5009,5569,2532,1112,1123,568,"Miami County, Ohio",1039,458,659,777,854,705,674,580,574,744,1001,917,939,618,416,437,319
"G3901130","2010",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,"Montgomery County, Ohio",223211,22345,13412,16572,16247,14318,13976,12916,12366,9491,18659,22329,24091,12351,6529,4197,3412,"Montgomery County, Ohio",3374,2391,2045,2171,2024,1991,1698,1482,1711,1436,1868,2594,1995,1462,1231,869,916
"G3901190","2010",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,"Muskingum County, Ohio",34238,3234,2470,2174,2377,2536,2276,1583,2358,1834,3371,3326,3627,1871,534,513,154,"Muskingum County, Ohio",1179,806,725,709,612,686,697,575,616,509,889,835,874,676,309,365,172
"G3901330","2010",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,"Portage County, Ohio",61526,5505,3514,4356,2524,2607,3649,2913,2630,3590,6339,6174,9138,2758,2535,2382,912,"Portage County, Ohio",1677,1067,901,919,718,730,817,907,707,977,1205,1227,1414,679,692,721,377
"G3901390","2010",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,"Richland County, Ohio",47654,3138,2562,2974,3296,3564,4420,2591,3442,1703,4214,5095,5519,3061,761,545,769,"Richland County, Ohio",1589,941,678,844,932,964,1137,826,626,648,981,1083,961,782,386,351,522
"G3901410","2010",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,"Ross County, Ohio",27943,2392,1661,2972,1745,2478,977,1369,1706,1415,2159,2593,2872,1843,684,575,502,"Ross County, Ohio",1134,743,603,838,529,615,380,577,565,520,564,783,714,603,391,338,358
"G3901450","2010",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,"Scioto County, Ohio",29414,3334,2398,2880,1886,1658,1959,1734,1281,1292,2684,2450,2886,1483,972,293,224,"Scioto County, Ohio",1439,964,720,864,582,521,659,539,459,512,682,838,768,535,440,229,189
"G3901510","2010",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,"Stark County, Ohio",149122,10323,9009,9672,10752,10579,10115,8790,9445,8746,12279,14286,15639,8840,4282,3302,3063,"Stark County, Ohio",3113,1667,1427,1484,1380,1641,1434,1471,1559,1474,1727,1559,1564,1154,955,900,891
